序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","苯<br />BENZENE<br />(ppb)","甲苯<br />TOLUENE<br />(ppb)","乙苯<br />ETHYLBENZENE<br />(ppb)","間、對二甲苯<br />M_P_XYLENES<br />(ppb)","鄰二甲苯<br />O_XYLENE<br />(ppb)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨強度<br />RAIN_INT<br />(㎜)","降雨量<br />RAINFALL<br />(mm)","酸雨<br />PH_RAIN<br />(pH)","相對濕度<br />RH<br />(percent)","導電度<br />RAIN_COND<br />(μmho/cm)","紫外線指數<br />UVB<br />(UVI)","小時風向值<br />WD_HR<br />(degrees)"
4804,基隆市,2010/05,基隆,3.0,0.44,-,30.1,34,22,19.53,4.63,14.91,-,1.984,0.151,1.83,-,-,-,-,-,-,-,-,24.77,-,-,-,80.01,-,-,-
4805,基隆市,2010/04,基隆,2.8,0.49,-,31.9,37,22,21.81,5.69,16.12,-,1.953,0.169,1.78,-,-,-,-,-,-,-,-,20.44,-,-,-,80.34,-,-,-
4806,基隆市,2010/03,基隆,3.3,0.51,-,29.9,74,31,21.02,5.41,15.61,-,1.879,0.155,1.72,-,-,-,-,-,-,-,-,19.06,-,-,-,76.65,-,-,-
4807,基隆市,2010/02,基隆,3.4,0.64,-,24.9,36,25,29.0,10.44,18.56,-,2.033,0.231,1.8,-,-,-,-,-,-,-,-,17.26,-,-,-,85.77,-,-,-
4808,基隆市,2010/01,基隆,3.1,0.55,-,29.1,42,27,22.01,6.84,15.18,-,1.971,0.176,1.8,-,-,-,-,-,-,-,-,16.64,-,-,-,78.95,-,-,-
4809,基隆市,2009/12,基隆,3.6,0.53,-,29.6,49,29,20.58,6.58,14.0,-,1.866,0.174,1.69,-,-,-,-,-,-,-,-,17.12,-,-,-,75.29,-,-,-
4810,基隆市,2009/11,基隆,2.1,0.37,-,32.3,27,16,14.12,3.73,10.4,-,1.745,0.123,1.62,-,-,-,-,-,-,-,-,21.28,-,-,-,80.84,-,-,-
4811,基隆市,2009/10,基隆,1.9,0.31,-,39.4,40,21,11.53,2.38,9.14,-,1.721,0.11,1.61,-,-,-,-,-,-,-,-,24.05,-,-,-,78.98,-,-,-
4812,基隆市,2009/09,基隆,1.3,0.27,-,20.2,25,14,10.02,2.99,7.03,-,1.612,0.077,1.53,-,-,-,-,-,-,-,-,28.64,-,-,-,75.59,-,-,-
4813,基隆市,2009/08,基隆,3.1,0.35,-,19.4,30,19,16.69,4.73,11.96,-,1.732,0.145,1.59,-,-,-,-,-,-,-,-,28.92,-,-,-,77.84,-,-,-
4814,基隆市,2009/07,基隆,3.6,0.34,-,17.3,23,15,18.4,5.48,12.92,-,1.716,0.143,1.57,-,-,-,-,-,-,-,-,27.58,-,-,-,72.69,-,-,-
4815,基隆市,2009/06,基隆,3.4,0.46,-,23.6,33,23,20.97,4.76,16.21,-,1.85,0.171,1.68,-,-,-,-,-,-,-,-,27.5,-,-,-,76.02,-,-,-
4816,基隆市,2009/05,基隆,2.5,0.42,-,38.8,38,25,15.96,2.82,13.13,-,1.794,0.125,1.67,-,-,-,-,-,-,-,-,24.35,-,-,-,70.37,-,-,-
4817,基隆市,2009/04,基隆,2.5,0.45,-,39.0,44,26,18.09,4.24,13.85,-,1.86,0.137,1.72,-,-,-,-,-,-,-,-,20.94,-,-,-,72.08,-,-,-
4818,基隆市,2009/03,基隆,2.3,0.48,-,34.5,35,22,20.32,5.48,14.84,-,1.915,0.156,1.76,-,-,-,-,-,-,-,-,18.22,-,-,-,78.52,-,-,-
4819,基隆市,2009/02,基隆,3.0,0.54,-,29.6,36,25,19.63,5.52,14.11,-,1.83,0.154,1.68,-,-,-,-,-,-,-,-,19.23,-,-,-,82.35,-,-,-
4820,基隆市,2009/01,基隆,3.0,0.44,-,31.7,36,22,15.75,3.75,12.0,-,1.855,0.134,1.72,-,-,-,-,-,-,-,-,15.65,-,-,-,72.2,-,-,-
4821,基隆市,2008/12,基隆,3.0,0.54,-,29.8,43,25,24.12,8.63,15.49,-,1.991,0.198,1.79,-,-,-,-,-,-,-,-,17.99,-,-,-,71.52,-,-,-
4822,基隆市,2008/11,基隆,2.3,0.37,-,34.6,34,19,14.69,3.94,10.75,-,1.821,0.116,1.71,-,-,-,-,-,-,-,-,21.55,-,-,-,74.31,-,-,-
4823,新竹市,2018/11,新竹,2.1,0.38,-,27.4,36,21,-,-,-,-,1.965,0.131,1.83,-,-,-,-,-,2.25,1.73,22.96,-,-,-,-,76.82,-,-,-
4824,新竹市,2018/10,新竹,2.1,0.33,-,43.6,37,19,-,-,-,-,1.915,0.1,1.82,-,-,-,-,-,3.07,2.38,24.29,-,-,-,-,69.26,-,-,-
4825,新竹市,2018/09,新竹,2.4,0.31,-,29.3,33,21,11.73,1.6,10.13,-,1.871,0.084,1.79,-,-,-,-,-,2.28,1.76,28.49,-,-,-,-,72.65,-,-,-
4826,新竹市,2018/08,新竹,2.3,0.34,-,22.6,22,15,13.25,1.86,11.39,-,1.947,0.097,1.85,-,-,-,-,-,1.66,1.17,29.58,-,-,-,-,72.82,-,-,-
4827,新竹市,2018/07,新竹,2.5,0.26,-,19.9,24,14,11.12,2.43,8.7,-,1.843,0.075,1.77,-,-,-,-,-,1.98,1.43,30.56,-,-,-,-,67.82,-,-,-
4828,新竹市,2018/06,新竹,1.7,0.31,-,25.7,24,14,14.07,1.93,12.14,-,1.901,0.093,1.81,-,-,-,-,-,2.03,1.5,29.17,-,-,-,-,69.44,-,-,-
4829,新竹市,2018/05,新竹,1.9,0.35,-,26.1,33,17,14.37,2.07,12.3,-,1.916,0.098,1.82,-,-,-,-,-,2.05,1.54,27.88,-,-,-,-,70.27,-,-,-
4830,新竹市,2018/04,新竹,1.8,0.43,-,35.8,50,28,18.05,2.43,15.61,-,2.022,0.126,1.9,-,-,-,-,-,1.8,1.37,23.53,-,-,-,-,69.76,-,-,-
4831,新竹市,2018/03,新竹,1.7,0.45,-,30.6,48,27,20.1,3.03,17.08,-,2.027,0.138,1.89,-,-,-,-,-,1.96,1.49,19.85,-,-,-,-,71.81,-,-,-
4832,新竹市,2018/02,新竹,-,0.46,-,29.9,52,28,18.74,2.5,16.25,-,1.993,0.13,1.86,-,-,-,-,-,2.61,2.08,14.96,-,-,-,-,79.3,-,-,-
4833,新竹市,2018/01,新竹,2.1,0.41,-,27.8,32,15,17.48,2.41,15.09,-,1.95,0.13,1.82,-,-,-,-,-,2.68,2.12,16.57,-,-,-,-,77.18,-,-,-
4834,新竹市,2017/12,新竹,2.5,0.38,-,31.5,39,18,16.22,2.22,14.01,-,1.953,0.122,1.83,-,-,-,-,-,3.38,2.72,17.77,-,-,-,-,73.67,-,-,-
4835,新竹市,2017/11,新竹,2.1,0.36,-,30.5,31,15,15.59,1.75,13.85,-,1.96,0.135,1.83,-,-,-,-,-,2.91,2.34,22.12,-,-,-,-,79.91,-,-,-
4836,新竹市,2017/10,新竹,2.2,0.29,-,37.5,35,16,12.61,1.96,10.64,-,1.936,0.106,1.83,-,-,-,-,-,3.51,2.82,25.98,-,-,-,-,70.65,-,-,-
4837,新竹市,2017/09,新竹,2.8,0.34,-,33.0,32,17,15.11,1.94,13.16,-,1.965,0.128,1.84,-,-,-,-,-,1.85,1.39,29.44,-,-,-,-,70.35,-,-,-
4838,新竹市,2017/08,新竹,2.5,0.3,-,21.7,24,10,13.04,2.12,10.92,-,1.877,0.109,1.77,-,-,-,-,-,2.34,1.85,30.53,-,-,-,-,69.51,-,-,-
4839,新竹市,2017/07,新竹,2.3,0.28,-,22.8,22,9,13.3,2.1,11.2,-,1.857,0.119,1.74,-,-,-,-,-,1.75,1.28,30.03,-,-,-,-,66.08,-,-,-
4840,新竹市,2017/06,新竹,1.9,0.32,-,21.9,21,8,14.04,2.7,11.34,-,1.89,0.117,1.77,-,-,-,-,-,2.17,1.77,28.12,-,-,-,-,73.63,-,-,-
4841,新竹市,2017/05,新竹,2.2,0.38,-,32.8,37,14,16.0,1.96,14.03,-,1.996,0.138,1.86,-,-,-,-,-,1.85,1.43,25.84,-,-,-,-,71.72,-,-,-
4842,新竹市,2017/04,新竹,2.1,0.48,-,34.6,47,20,19.96,3.55,16.41,-,2.086,0.189,1.9,-,-,-,-,-,2.11,1.71,22.33,-,-,-,-,70.08,-,-,-
4843,新竹市,2017/03,新竹,2.5,0.47,-,35.5,50,23,22.36,3.5,18.86,-,2.07,0.161,1.91,-,-,-,-,-,2.11,1.61,17.83,-,-,-,-,75.95,-,-,-
4844,新竹市,2017/02,新竹,2.1,0.4,-,34.0,50,24,18.68,3.13,15.55,-,2.01,0.131,1.88,-,-,-,-,-,2.86,2.25,16.33,-,-,-,-,72.05,-,-,-
4845,新竹市,2017/01,新竹,2.4,0.42,-,29.4,46,22,17.3,2.89,14.42,-,2.03,0.142,1.89,-,-,-,-,-,2.73,2.11,17.81,-,-,-,-,75.25,-,-,-
4846,新竹市,2016/12,新竹,2.5,0.42,-,29.5,52,18,19.92,3.64,16.27,-,2.049,0.164,1.89,-,-,-,-,-,2.98,2.33,19.63,-,-,-,-,71.48,-,-,-
4847,新竹市,2016/11,新竹,2.8,0.41,-,30.0,44,17,19.8,2.9,16.9,-,2.049,0.182,1.87,-,-,-,-,-,2.7,2.09,22.44,-,-,-,-,74.43,-,-,-
4848,新竹市,2016/10,新竹,2.3,0.36,-,29.6,39,14,16.65,2.95,13.69,-,1.959,0.138,1.82,-,-,-,-,-,2.52,1.93,26.95,-,-,-,-,73.5,-,-,-
4849,新竹市,2016/09,新竹,1.9,0.34,-,25.7,31,10,15.14,2.72,12.41,-,1.957,0.119,1.84,-,-,-,-,-,2.39,1.87,28.05,-,-,-,-,71.69,-,-,-
4850,新竹市,2016/08,新竹,2.6,0.33,-,30.4,34,12,15.06,2.23,12.83,-,1.979,0.116,1.86,-,-,-,-,-,1.72,1.23,29.57,-,-,-,-,68.9,-,-,-
4851,新竹市,2016/07,新竹,2.3,0.29,-,21.9,28,10,13.54,2.66,10.88,-,1.898,0.109,1.79,-,-,-,-,-,2.35,1.95,30.53,-,-,-,-,65.24,-,-,-
4852,新竹市,2016/06,新竹,2.2,0.31,-,22.1,26,8,13.64,2.65,10.99,-,1.895,0.11,1.79,-,-,-,-,-,2.35,1.98,29.62,-,-,-,-,69.67,-,-,-
4853,新竹市,2016/05,新竹,2.8,0.43,-,27.1,38,18,18.83,3.48,15.35,-,2.034,0.152,1.88,-,-,-,-,-,2.06,1.63,26.95,-,-,-,-,74.01,-,-,-
4854,新竹市,2016/04,新竹,2.8,0.52,-,30.6,50,28,21.58,2.8,18.77,-,2.128,0.174,1.96,-,-,-,-,-,1.77,1.33,23.51,-,-,-,-,78.79,-,-,-
4855,新竹市,2016/03,新竹,2.7,0.53,-,30.7,50,25,28.34,6.25,22.08,-,2.17,0.19,1.98,0.55,3.96,0.22,0.36,0.25,2.12,1.59,16.92,-,-,281.6,-,78.49,-,-,-
4856,新竹市,2016/02,新竹,2.4,0.44,-,33.0,43,19,18.5,2.97,15.52,-,2.051,0.141,1.91,-,-,-,-,-,2.75,2.13,14.79,-,-,-,-,75.88,-,-,-
4857,新竹市,2016/01,新竹,2.5,0.51,-,26.2,42,20,23.33,5.88,17.46,-,2.092,0.172,1.92,-,-,-,-,-,2.49,1.9,16.0,-,-,-,-,80.44,-,-,-
4858,新竹市,2015/12,新竹,3.1,0.47,-,28.7,45,21,20.15,3.97,16.18,-,2.088,0.154,1.94,-,-,-,-,-,2.84,2.23,18.78,-,-,-,-,75.29,-,-,-
4859,新竹市,2015/11,新竹,2.9,0.49,-,30.9,45,25,21.3,3.55,17.75,-,2.152,0.175,1.98,-,-,-,-,-,2.22,1.72,23.61,-,-,-,-,72.66,-,-,-
4860,新竹市,2015/10,新竹,2.8,0.4,-,40.5,44,24,15.52,2.14,13.38,-,2.049,0.12,1.93,-,-,-,-,-,2.9,2.28,26.12,-,-,-,-,67.46,-,-,-
4861,新竹市,2015/09,新竹,2.8,0.41,-,37.9,35,23,16.35,2.4,13.95,-,2.072,0.134,1.94,-,-,-,-,-,2.28,1.77,27.64,-,-,-,-,69.13,-,-,-
4862,新竹市,2015/08,新竹,2.2,0.35,-,20.2,21,14,15.63,3.37,12.26,-,2.005,0.13,1.88,-,-,-,-,-,2.27,1.88,28.84,-,-,-,-,70.84,-,-,-
4863,新竹市,2015/07,新竹,2.4,0.33,-,25.8,29,18,13.71,2.47,11.24,-,1.96,0.106,1.85,-,-,-,-,-,2.23,1.8,29.87,-,-,-,-,68.48,-,-,-
4864,新竹市,2015/06,新竹,2.6,0.33,-,18.7,22,13,14.74,3.37,11.37,-,1.994,0.118,1.88,-,-,-,-,-,2.5,2.17,29.83,-,-,-,-,70.24,-,-,-
4865,新竹市,2015/05,新竹,2.6,0.42,-,25.0,31,19,18.85,3.42,15.43,-,-,-,-,-,-,-,-,-,2.12,-,26.0,-,-,-,-,77.04,-,-,-
4866,新竹市,2015/04,新竹,2.8,0.44,-,32.6,40,24,18.69,2.85,15.84,-,-,-,-,-,-,-,-,-,2.15,-,22.67,-,-,-,-,73.59,-,-,-
4867,新竹市,2015/03,新竹,2.9,0.52,-,29.6,46,28,23.74,4.63,19.11,-,-,-,-,-,-,-,-,-,2.22,-,18.61,-,-,-,-,79.4,-,-,-
4868,新竹市,2015/02,新竹,2.3,0.52,-,29.4,53,31,22.62,4.02,18.59,-,-,-,-,-,-,-,-,-,2.1,-,16.61,-,-,-,-,75.35,-,-,-
4869,新竹市,2015/01,新竹,2.1,0.5,-,32.1,55,30,21.32,3.73,17.59,-,-,-,-,-,-,-,-,-,2.77,-,16.41,-,-,-,-,69.15,-,-,-
4870,新竹市,2014/12,新竹,2.3,0.48,-,28.1,57,29,21.91,4.19,17.73,-,-,-,-,-,-,-,-,-,3.18,-,16.31,-,-,-,-,70.36,-,-,-
4871,新竹市,2014/11,新竹,1.8,0.43,-,31.5,46,24,19.06,2.89,16.16,-,-,-,-,-,-,-,-,-,2.67,-,22.24,-,-,-,-,72.52,-,-,-
4872,新竹市,2014/10,新竹,1.9,0.41,-,42.9,52,31,16.81,1.83,14.97,-,-,-,-,-,-,-,-,-,2.97,-,24.99,-,-,-,-,66.65,-,-,-
4873,新竹市,2014/09,新竹,2.1,0.37,-,25.6,32,19,16.53,2.67,13.86,-,-,-,-,-,-,-,-,-,1.86,-,29.8,-,-,-,-,68.13,-,-,-
4874,新竹市,2014/08,新竹,2.5,0.33,-,25.6,26,12,14.1,2.52,11.58,-,-,-,-,-,-,-,-,-,2.02,-,30.01,-,-,-,-,69.72,-,-,-
4875,新竹市,2014/07,新竹,2.2,0.31,-,21.0,26,10,13.73,2.71,11.02,-,-,-,-,-,-,-,-,-,2.18,-,30.56,-,-,-,-,68.67,-,-,-
4876,新竹市,2014/06,新竹,1.7,0.35,-,22.5,26,9,14.78,2.86,11.92,-,-,-,-,-,-,-,-,-,2.26,-,28.36,-,-,-,-,76.45,-,-,-
4877,新竹市,2014/05,新竹,3.0,0.49,-,26.9,37,17,20.02,3.5,16.52,-,-,-,-,-,-,-,-,-,1.86,-,25.36,-,-,-,-,81.06,-,-,-
4878,新竹市,2014/04,新竹,3.4,0.48,-,39.0,50,25,19.93,2.2,17.73,-,-,-,-,-,-,-,-,-,1.95,-,22.44,-,-,-,-,76.57,-,-,-
4879,新竹市,2014/03,新竹,3.3,0.54,-,32.5,58,30,23.9,4.19,19.71,-,-,-,-,-,-,-,-,-,2.14,-,18.17,-,-,-,-,79.2,-,-,-
4880,新竹市,2014/02,新竹,3.4,0.49,-,27.0,45,24,23.31,4.6,18.71,-,-,-,-,-,-,-,-,-,2.27,-,15.73,-,-,-,-,83.06,-,-,-
4881,新竹市,2014/01,新竹,4.3,0.55,-,29.3,65,38,27.82,6.73,21.09,-,-,-,-,-,-,-,-,-,2.53,-,-,16.08,-,-,-,71.73,-,-,-
4882,新竹市,2013/12,新竹,4.5,0.47,-,30.2,52,39,21.59,3.22,18.37,-,-,-,-,-,-,-,-,-,2.87,-,-,16.45,-,-,-,77.05,-,-,-
4883,新竹市,2013/11,新竹,4.3,0.45,-,33.5,56,35,20.17,2.89,17.27,-,1.866,0.175,1.69,-,-,-,-,-,-,-,-,21.23,-,-,-,74.48,-,-,-
4884,新竹市,2013/10,新竹,3.0,0.3,-,42.3,48,29,13.96,1.68,12.27,-,1.895,0.123,1.77,-,-,-,-,-,-,-,-,24.45,-,-,-,71.69,-,-,-
4885,新竹市,2013/09,新竹,2.8,0.33,-,32.6,41,29,15.52,2.48,13.03,-,1.928,0.146,1.78,-,-,-,-,-,2.68,-,-,28.01,-,-,-,69.53,-,-,-
4886,新竹市,2013/08,新竹,2.5,0.34,-,22.4,28,21,16.71,3.49,13.22,-,1.89,0.142,1.75,-,-,-,-,-,-,-,-,29.16,-,-,-,74.87,-,-,-
4887,新竹市,2013/07,新竹,2.6,0.32,-,24.0,30,21,15.11,3.29,11.82,-,1.845,0.133,1.71,-,-,-,-,-,-,-,-,29.26,-,-,-,71.95,-,-,-
4888,新竹市,2013/06,新竹,2.6,0.38,-,23.7,34,21,16.51,3.35,13.16,-,1.96,0.147,1.81,-,-,-,-,-,-,-,-,29.12,-,-,-,73.71,-,-,-
4889,新竹市,2013/05,新竹,2.7,0.44,-,28.6,32,21,19.33,3.8,15.53,-,2.054,0.168,1.89,-,-,-,-,-,-,-,-,26.24,-,-,-,75.93,-,-,-
4890,新竹市,2013/04,新竹,2.7,0.57,-,36.9,55,38,22.45,3.28,19.16,-,2.162,0.194,1.97,-,-,-,-,-,-,-,-,21.13,-,-,-,77.67,-,-,-
4891,新竹市,2013/03,新竹,2.4,0.49,-,34.1,61,38,21.09,3.41,17.69,-,2.132,0.179,1.95,-,-,-,-,-,-,-,-,19.44,-,-,-,74.96,-,-,-
4892,新竹市,2013/02,新竹,2.6,0.5,-,30.8,55,37,19.97,4.61,15.36,-,2.101,0.171,1.93,-,-,-,-,-,-,-,-,17.44,-,-,-,81.27,-,-,-
4893,新竹市,2013/01,新竹,3.3,0.53,-,26.7,51,34,23.27,5.43,17.84,-,2.122,0.19,1.93,-,-,-,-,-,-,-,-,16.11,-,-,-,75.73,-,-,-
4894,新竹市,2012/12,新竹,3.3,0.54,-,22.3,44,28,26.02,6.66,19.36,-,2.114,0.197,1.92,-,-,-,-,-,-,-,-,17.73,-,-,-,75.49,-,-,-
4895,新竹市,2012/11,新竹,3.3,0.55,-,27.2,50,33,24.4,5.26,19.14,-,2.183,0.225,1.96,-,-,-,-,-,-,-,-,21.85,-,-,-,75.49,-,-,-
4896,新竹市,2012/10,新竹,3.3,0.41,-,41.5,54,30,17.33,2.22,15.1,-,2.066,0.164,1.9,-,-,-,-,-,-,-,-,24.81,-,-,-,66.47,-,-,-
4897,新竹市,2012/09,新竹,3.0,0.39,-,37.8,50,31,17.41,2.52,14.88,-,2.056,0.163,1.89,-,-,-,-,-,-,-,-,27.72,-,-,-,71.58,-,-,-
4898,新竹市,2012/08,新竹,2.4,0.38,-,24.3,35,22,15.54,3.35,12.18,-,2.053,0.169,1.88,-,-,-,-,-,-,-,-,29.22,-,-,-,76.12,-,-,-
4899,新竹市,2012/07,新竹,2.8,0.32,-,19.4,26,17,14.5,3.18,11.31,-,1.986,0.139,1.85,-,-,-,-,-,-,-,-,30.24,-,-,-,71.22,-,-,-
4900,新竹市,2012/06,新竹,2.8,0.36,-,24.2,29,16,16.0,2.91,13.09,-,2.036,0.164,1.87,-,-,-,-,-,-,-,-,28.27,-,-,-,78.19,-,-,-
4901,新竹市,2012/05,新竹,3.7,0.41,-,32.0,39,24,18.49,2.87,15.62,-,2.04,0.175,1.87,-,-,-,-,-,-,-,-,26.57,-,-,-,73.76,-,-,-
4902,新竹市,2012/04,新竹,3.2,0.5,-,27.6,45,28,22.62,4.65,17.97,-,2.104,0.195,1.91,-,-,-,-,-,-,-,-,24.06,-,-,-,75.22,-,-,-
4903,新竹市,2012/03,新竹,2.7,0.56,-,27.1,55,33,26.01,6.36,19.65,-,2.207,0.233,1.97,-,-,-,-,-,-,-,-,17.45,-,-,-,75.06,-,-,-
4904,新竹市,2012/02,新竹,3.2,0.48,-,26.0,42,28,22.54,5.23,17.31,-,2.13,0.183,1.95,-,-,-,-,-,-,-,-,14.84,-,-,-,82.68,-,-,-
4905,新竹市,2012/01,新竹,3.2,0.47,-,26.3,39,27,19.76,4.61,15.15,-,2.072,0.163,1.91,-,-,-,-,-,-,-,-,15.36,-,-,-,79.89,-,-,-
4906,新竹市,2011/12,新竹,3.0,0.38,-,25.9,38,25,18.19,4.03,14.16,-,2.016,0.151,1.86,-,-,-,-,-,-,-,-,16.7,-,-,-,75.83,-,-,-
4907,新竹市,2011/11,新竹,3.3,0.46,-,25.6,42,27,24.38,6.84,17.54,-,2.101,0.21,1.89,-,-,-,-,-,-,-,-,22.87,-,-,-,76.79,-,-,-
4908,新竹市,2011/10,新竹,3.6,0.34,-,35.6,46,27,17.45,3.04,14.41,-,1.994,0.15,1.84,-,-,-,-,-,-,-,-,24.52,-,-,-,72.6,-,-,-
4909,新竹市,2011/09,新竹,3.9,0.38,-,34.0,54,36,18.65,3.33,15.32,-,2.057,0.168,1.89,-,-,-,-,-,-,-,-,28.21,-,-,-,66.52,-,-,-
4910,新竹市,2011/08,新竹,3.2,0.33,-,23.0,31,21,16.66,4.06,12.59,-,2.016,0.158,1.86,-,-,-,-,-,-,-,-,30.02,-,-,-,71.03,-,-,-
4911,新竹市,2011/07,新竹,3.2,0.36,-,22.5,31,21,16.83,4.14,12.69,-,2.019,0.159,1.86,-,-,-,-,-,-,-,-,29.54,-,-,-,73.01,-,-,-
4912,新竹市,2011/06,新竹,3.4,0.36,-,19.3,31,20,18.81,5.2,13.61,-,2.035,0.173,1.86,-,-,-,-,-,-,-,-,29.19,-,-,-,73.57,-,-,-
4913,新竹市,2011/05,新竹,3.3,0.44,-,32.6,43,28,20.69,3.44,17.25,-,2.109,0.186,1.92,-,-,-,-,-,-,-,-,24.97,-,-,-,78.17,-,-,-
4914,新竹市,2011/04,新竹,4.0,0.56,-,40.0,86,52,26.43,4.56,21.87,-,2.223,0.231,1.99,-,-,-,-,-,-,-,-,21.86,-,-,-,69.75,-,-,-
4915,新竹市,2011/03,新竹,3.8,0.49,-,35.0,69,43,24.75,4.68,20.07,-,2.121,0.193,1.93,-,-,-,-,-,-,-,-,16.24,-,-,-,71.91,-,-,-
4916,新竹市,2011/02,新竹,3.4,0.54,-,28.9,67,45,26.38,5.88,20.49,-,2.289,0.236,2.05,-,-,-,-,-,-,-,-,15.61,-,-,-,77.85,-,-,-
4917,新竹市,2011/01,新竹,3.4,0.42,-,24.6,40,27,20.78,3.98,16.8,-,2.154,0.196,1.96,-,-,-,-,-,-,-,-,13.71,-,-,-,77.3,-,-,-
4918,新竹市,2010/12,新竹,4.5,0.6,-,25.1,72,41,35.43,10.11,25.32,-,2.342,0.305,2.04,-,-,-,-,-,-,-,-,17.3,-,-,-,67.07,-,-,-
4919,新竹市,2010/11,新竹,3.6,0.39,-,31.9,49,30,21.43,3.94,17.48,-,2.139,0.192,1.95,-,-,-,-,-,-,-,-,21.46,-,-,-,71.51,-,-,-
4920,新竹市,2010/10,新竹,3.7,0.36,-,33.6,43,27,18.61,3.37,15.23,-,2.076,0.16,1.92,-,-,-,-,-,-,-,-,24.88,-,-,-,75.36,-,-,-
4921,新竹市,2010/09,新竹,3.4,0.4,-,26.9,34,22,21.2,5.45,15.75,-,2.127,0.19,1.94,-,-,-,-,-,-,-,-,28.75,-,-,-,74.42,-,-,-
4922,新竹市,2010/08,新竹,3.3,0.35,-,25.4,31,21,18.48,4.0,14.48,-,2.07,0.171,1.9,-,-,-,-,-,-,-,-,30.22,-,-,-,71.18,-,-,-
4923,新竹市,2010/07,新竹,3.1,0.31,-,19.3,26,18,17.31,4.11,13.2,-,1.739,0.151,1.59,-,-,-,-,-,-,-,-,30.27,-,-,-,70.2,-,-,-
4924,新竹市,2010/06,新竹,3.5,0.4,-,18.3,24,16,21.64,5.23,16.41,-,1.87,0.197,1.67,-,-,-,-,-,-,-,-,27.19,-,-,-,76.72,-,-,-
4925,新竹市,2010/05,新竹,4.1,0.49,-,30.1,43,29,21.47,3.26,18.21,-,2.073,0.198,1.88,-,-,-,-,-,-,-,-,25.51,-,-,-,77.03,-,-,-
4926,新竹市,2010/04,新竹,3.8,0.54,-,28.0,51,32,26.15,5.52,20.62,-,2.157,0.242,1.92,-,-,-,-,-,-,-,-,20.95,-,-,-,77.88,-,-,-
4927,新竹市,2010/03,新竹,4.3,0.63,-,25.5,83,44,30.62,7.95,22.67,-,2.293,0.28,2.01,-,-,-,-,-,-,-,-,19.68,-,-,-,73.27,-,-,-
4928,新竹市,2010/02,新竹,3.7,0.61,-,25.8,47,35,26.45,8.19,18.26,-,2.202,0.243,1.96,-,-,-,-,-,-,-,-,17.45,-,-,-,83.35,-,-,-
4929,新竹市,2010/01,新竹,4.8,0.66,-,21.3,64,41,31.49,9.51,21.99,-,2.276,0.293,1.98,-,-,-,-,-,-,-,-,16.79,-,-,-,75.25,-,-,-
4930,新竹市,2009/12,新竹,5.8,0.58,-,22.9,73,46,30.76,8.14,22.63,-,2.068,0.265,1.8,-,-,-,-,-,-,-,-,17.49,-,-,-,71.26,-,-,-
4931,新竹市,2009/11,新竹,2.7,0.48,-,26.0,39,23,21.82,4.68,17.14,-,2.042,0.193,1.85,-,-,-,-,-,-,-,-,21.73,-,-,-,75.69,-,-,-
4932,新竹市,2009/10,新竹,2.7,0.38,-,40.0,52,29,17.03,2.24,14.79,-,1.965,0.139,1.83,-,-,-,-,-,-,-,-,25.38,-,-,-,70.92,-,-,-
4933,新竹市,2009/09,新竹,2.6,0.36,-,26.2,38,24,16.41,3.03,13.37,-,1.958,0.147,1.81,-,-,-,-,-,-,-,-,30.43,-,-,-,64.29,-,-,-
4934,新竹市,2009/08,新竹,2.4,0.37,-,22.2,33,24,16.59,3.82,12.77,-,1.998,0.144,1.85,-,-,-,-,-,-,-,-,30.17,-,-,-,73.21,-,-,-
4935,新竹市,2009/07,新竹,2.5,0.37,-,19.4,28,20,16.91,3.74,13.17,-,1.986,0.152,1.83,-,-,-,-,-,-,-,-,30.36,-,-,-,71.03,-,-,-
4936,新竹市,2009/06,新竹,2.6,0.44,-,28.5,37,25,18.49,3.02,15.46,-,2.043,0.18,1.86,-,-,-,-,-,-,-,-,28.7,-,-,-,73.15,-,-,-
4937,新竹市,2009/05,新竹,2.9,0.44,-,42.7,53,37,20.27,2.57,17.69,-,1.927,0.18,1.75,-,-,-,-,-,-,-,-,26.07,-,-,-,63.57,-,-,-
4938,新竹市,2009/04,新竹,2.7,0.51,-,38.9,63,38,21.22,2.42,18.8,-,2.028,0.182,1.85,-,-,-,-,-,-,-,-,22.02,-,-,-,70.0,-,-,-
4939,新竹市,2009/03,新竹,3.0,0.55,-,31.5,55,35,24.83,4.45,20.37,-,2.089,0.222,1.87,-,-,-,-,-,-,-,-,18.61,-,-,-,76.98,-,-,-
