序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","平均風速<br />WS_HR<br />(m/sec)","平均風向<br />WD_HR<br />(degress)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨量<br />RAINFALL<br />(mm)","酸雨pH值<br />pH_RAIN","相對濕度<br />RH<br />(percent)","紫外線指數<br />UVB<br />(UVI)"
5699,桃園市,2003/02,桃園,5.2,0.7,-,24.3,62,-,26.31,6.4,19.91,2.983,0.44,2.55,-,-,16.56,-,-,-,-
5700,桃園市,2003/02,中壢,3.4,1.09,-,-,-,-,54.12,23.69,30.43,2.649,0.64,2.01,-,-,15.42,-,-,-,-
5701,桃園市,2003/02,大園,2.7,0.48,-,33.4,63,-,21.12,-,15.84,-,-,-,-,-,16.72,-,-,-,-
5702,桃園市,2003/02,龍潭,2.2,0.63,-,21.7,48,-,25.2,4.79,20.41,-,-,-,-,-,15.97,-,-,-,-
5703,桃園市,2003/02,平鎮,6.7,0.78,-,22.0,73,-,29.59,6.53,23.06,2.423,0.29,2.13,-,-,16.81,-,-,-,-
5704,桃園市,2003/02,觀音,4.2,0.43,-,35.2,57,-,17.32,2.58,14.74,2.292,0.29,2.0,-,-,-,-,-,-,-
5705,桃園市,2003/01,桃園,5.6,-,-,25.0,58,-,25.32,6.04,19.27,2.773,0.46,2.31,-,-,15.05,-,-,-,-
5706,桃園市,2003/01,中壢,5.2,1.15,-,-,71,-,54.75,23.13,31.62,2.854,0.79,2.06,-,-,15.81,-,-,-,-
5707,桃園市,2003/01,大園,4.3,0.54,-,32.4,73,-,23.57,5.57,18.04,-,-,-,-,-,15.52,-,-,-,-
5708,桃園市,2003/01,龍潭,2.7,0.7,-,28.3,55,-,29.07,7.95,21.13,-,-,-,-,-,14.44,-,-,-,-
5709,桃園市,2003/01,平鎮,4.8,0.8,-,25.5,73,-,32.37,7.68,24.68,2.42,0.34,2.08,-,-,15.67,-,-,-,-
5710,桃園市,2003/01,觀音,6.5,0.44,-,30.1,63,-,25.29,5.08,20.21,2.653,0.36,2.3,-,-,-,-,-,-,-
5711,桃園市,2002/12,桃園,6.8,0.92,-,19.0,54,-,39.19,11.63,27.56,3.019,0.46,2.56,-,-,18.02,-,-,-,-
5712,桃園市,2002/12,中壢,5.2,1.29,-,-,57,-,58.52,25.48,33.04,-,-,-,-,-,18.09,-,-,-,-
5713,桃園市,2002/12,大園,3.4,0.52,-,28.1,58,-,25.12,7.69,17.8,-,-,-,-,-,18.46,-,-,-,-
5714,桃園市,2002/12,龍潭,2.3,0.65,-,23.7,43,-,29.44,7.28,22.16,-,-,-,-,-,17.22,-,-,-,-
5715,桃園市,2002/12,平鎮,4.6,0.78,-,20.4,70,-,31.7,7.35,24.35,2.536,0.35,2.19,-,-,18.3,-,-,-,-
5716,桃園市,2002/12,觀音,5.3,0.47,-,30.1,57,-,19.21,3.84,15.49,2.334,0.36,1.97,-,-,17.99,-,-,-,-
5717,桃園市,2002/11,桃園,5.9,0.74,-,26.9,-,-,33.27,6.23,27.03,2.791,0.28,2.51,-,-,19.52,-,-,-,-
5718,桃園市,2002/11,中壢,5.5,1.21,-,-,67,-,54.47,20.43,34.05,2.629,0.54,2.09,-,-,20.12,-,-,-,-
5719,桃園市,2002/11,大園,3.6,0.49,-,33.1,57,-,22.76,5.66,16.94,-,-,-,-,-,20.54,-,-,-,-
5720,桃園市,2002/11,龍潭,2.5,0.55,-,29.3,47,-,26.31,4.77,21.54,-,-,-,-,-,19.13,-,-,-,-
5721,桃園市,2002/11,平鎮,5.0,0.73,-,27.5,68,-,30.97,6.59,24.38,2.493,0.38,2.11,-,-,20.39,-,-,-,-
5722,桃園市,2002/11,觀音,6.5,0.42,-,33.7,54,-,21.85,3.35,18.5,2.461,0.29,2.17,-,-,20.17,-,-,-,-
5723,桃園市,2002/10,桃園,6.3,0.71,-,28.7,38,-,28.14,3.04,25.1,2.526,0.22,2.31,-,-,24.02,-,-,-,-
5724,桃園市,2002/10,中壢,5.0,1.22,-,-,48,-,47.36,16.85,30.48,2.498,0.47,2.02,-,-,24.14,-,-,-,-
5725,桃園市,2002/10,大園,3.9,0.44,-,32.7,44,-,19.94,4.22,15.72,-,-,-,-,-,24.73,-,-,-,-
5726,桃園市,2002/10,龍潭,2.0,0.53,-,32.1,37,-,22.3,3.17,19.13,-,-,-,-,-,23.53,-,-,-,-
5727,桃園市,2002/10,平鎮,4.9,0.73,-,30.4,54,-,25.69,3.73,21.96,2.328,0.28,2.05,-,-,24.77,-,-,-,-
5728,桃園市,2002/10,觀音,6.8,0.42,-,32.6,51,-,21.37,4.04,17.34,2.289,0.25,2.03,-,-,24.27,-,-,-,-
5729,桃園市,2002/09,桃園,7.2,0.71,-,26.7,37,-,26.35,4.88,21.5,2.434,0.22,2.22,-,-,26.2,-,-,-,-
5730,桃園市,2002/09,中壢,4.5,1.23,-,-,41,-,49.22,19.65,29.56,2.668,0.58,2.09,-,-,26.19,-,-,-,-
5731,桃園市,2002/09,大園,3.1,0.44,-,30.9,43,-,20.5,4.99,15.54,-,-,-,-,-,27.14,-,-,-,-
5732,桃園市,2002/09,龍潭,1.6,0.48,-,28.6,46,-,21.63,3.21,18.42,-,-,-,-,-,25.6,-,-,-,-
5733,桃園市,2002/09,平鎮,4.0,0.67,-,28.6,69,-,25.46,3.94,21.52,2.278,0.23,2.05,-,-,27.03,-,-,-,-
5734,桃園市,2002/09,觀音,5.6,0.38,-,32.5,43,-,19.26,3.97,15.3,2.243,0.24,2.0,-,-,26.85,-,-,-,-
5735,桃園市,2002/08,桃園,9.6,0.65,-,21.3,40,-,26.48,6.56,19.91,2.395,0.21,2.19,-,-,29.66,-,-,-,-
5736,桃園市,2002/08,中壢,5.1,1.36,-,-,43,-,54.06,25.7,28.36,2.721,0.69,2.03,-,-,28.91,-,-,-,-
5737,桃園市,2002/08,大園,4.7,0.41,-,18.6,38,-,24.71,9.17,15.54,-,-,-,-,-,29.77,-,-,-,-
5738,桃園市,2002/08,龍潭,1.5,0.53,-,27.2,56,-,23.22,4.39,18.83,-,-,-,-,-,28.35,-,-,-,-
5739,桃園市,2002/08,平鎮,4.6,0.62,-,23.4,64,-,30.17,8.19,21.99,2.253,0.22,2.03,-,-,29.62,-,-,-,-
5740,桃園市,2002/08,觀音,4.5,0.36,-,25.0,36,-,17.21,5.1,12.37,-,-,-,-,-,28.99,-,-,-,-
5741,桃園市,2002/07,桃園,10.0,0.64,-,20.5,38,-,25.74,6.08,19.66,-,-,-,-,-,29.87,-,-,-,-
5742,桃園市,2002/07,中壢,3.7,1.13,-,-,39,-,43.28,20.39,22.89,2.472,0.57,1.9,-,-,28.61,-,-,-,-
5743,桃園市,2002/07,大園,3.0,0.34,-,20.7,37,-,15.96,4.46,11.5,-,-,-,-,-,29.27,-,-,-,-
5744,桃園市,2002/07,龍潭,1.1,0.43,-,25.0,40,-,18.84,3.57,15.26,-,-,-,-,-,28.1,-,-,-,-
5745,桃園市,2002/07,平鎮,2.6,0.47,-,22.0,46,-,23.01,5.4,17.64,2.166,0.2,1.97,-,-,29.34,-,-,-,-
5746,桃園市,2002/07,觀音,3.1,0.26,-,24.0,32,-,11.91,3.31,8.62,1.982,0.12,1.86,-,-,28.82,-,-,-,-
5747,桃園市,2002/06,桃園,9.6,0.6,-,16.3,33,-,28.82,9.25,19.56,2.137,0.22,1.92,-,-,29.11,-,-,-,-
5748,桃園市,2002/06,中壢,4.4,1.25,-,-,40,-,51.13,27.55,23.58,2.494,0.54,1.95,-,-,27.84,-,-,-,-
5749,桃園市,2002/06,大園,3.8,0.39,-,14.4,30,-,22.12,8.89,13.68,-,-,-,-,-,28.23,-,-,-,-
5750,桃園市,2002/06,龍潭,1.8,0.44,-,19.2,36,-,22.35,5.94,16.41,-,-,-,-,-,27.22,-,-,-,-
5751,桃園市,2002/06,平鎮,3.2,0.53,-,16.9,39,-,28.61,8.76,19.85,2.203,0.25,1.95,-,-,28.46,-,-,-,-
5752,桃園市,2002/06,觀音,4.3,0.3,-,18.1,30,-,15.88,4.81,11.13,2.381,0.22,2.16,-,-,27.53,-,-,-,-
5753,桃園市,2002/05,桃園,11.0,0.68,-,27.4,51,-,32.35,6.66,25.73,2.424,0.31,2.12,-,-,26.25,-,-,-,-
5754,桃園市,2002/05,中壢,6.1,1.2,-,-,60,-,52.82,20.06,32.76,2.739,0.56,2.18,-,-,25.61,-,-,-,-
5755,桃園市,2002/05,大園,4.5,0.42,-,31.4,47,-,22.76,5.4,17.59,-,-,-,-,-,25.84,-,-,-,-
5756,桃園市,2002/05,龍潭,3.0,0.49,-,31.0,64,-,26.87,4.59,22.28,-,-,-,-,-,25.06,-,-,-,-
5757,桃園市,2002/05,平鎮,5.5,0.57,-,33.6,73,-,29.89,5.28,24.62,2.342,0.26,2.08,-,-,26.14,-,-,-,-
5758,桃園市,2002/05,觀音,5.1,0.29,-,36.0,47,-,16.79,3.16,13.63,2.555,0.17,2.38,-,-,25.3,-,-,-,-
5759,桃園市,2002/04,桃園,10.4,0.68,-,25.0,52,-,33.84,8.07,25.77,2.562,0.35,2.21,-,-,23.1,-,-,-,-
5760,桃園市,2002/04,中壢,5.5,1.33,-,-,68,-,56.94,24.34,32.6,-,-,-,-,-,23.0,-,-,-,-
5761,桃園市,2002/04,大園,3.9,0.46,-,28.7,52,-,26.22,8.18,18.04,-,-,-,-,-,23.43,-,-,-,-
5762,桃園市,2002/04,龍潭,3.0,0.53,-,27.3,60,-,27.49,5.45,22.04,-,-,-,-,-,22.47,-,-,-,-
5763,桃園市,2002/04,平鎮,4.8,0.73,-,30.5,69,-,35.33,8.32,27.0,2.412,0.29,2.13,-,-,23.54,-,-,-,-
5764,桃園市,2002/04,觀音,4.7,0.38,-,32.2,46,-,17.29,3.57,13.81,2.635,0.17,2.46,-,-,22.89,-,-,-,-
5765,桃園市,2002/03,桃園,7.5,0.63,-,28.4,58,-,30.99,6.16,24.83,2.428,0.27,2.16,-,-,19.98,-,-,-,-
5766,桃園市,2002/03,中壢,5.1,1.25,-,-,80,-,56.61,22.4,34.21,2.765,0.56,2.21,-,-,19.84,-,-,-,-
5767,桃園市,2002/03,大園,3.8,0.44,-,34.8,61,-,22.43,4.8,17.63,-,-,-,-,-,20.48,-,-,-,-
5768,桃園市,2002/03,龍潭,2.3,0.55,-,28.8,71,-,25.98,3.54,22.45,-,-,-,-,-,19.4,-,-,-,-
5769,桃園市,2002/03,平鎮,5.0,0.72,-,35.5,77,-,30.23,4.38,25.84,2.388,0.25,2.14,-,-,20.47,-,-,-,-
5770,桃園市,2002/03,觀音,5.3,0.41,-,39.0,66,-,16.5,2.33,14.17,2.615,0.23,2.39,-,-,19.87,-,-,-,-
5771,桃園市,2002/02,桃園,5.9,0.62,-,29.8,49,-,30.17,7.35,22.84,2.437,0.25,2.19,-,-,16.5,-,-,-,-
5772,桃園市,2002/02,中壢,3.9,1.1,-,-,71,-,52.04,20.83,31.21,2.721,0.68,2.04,-,-,16.39,-,-,-,-
5773,桃園市,2002/02,大園,2.8,0.38,-,39.6,52,-,-,-,-,-,-,-,-,-,17.11,-,-,-,-
5774,桃園市,2002/02,龍潭,2.3,0.57,-,29.1,52,-,25.54,5.61,19.94,-,-,-,-,-,15.99,-,-,-,-
5775,桃園市,2002/02,平鎮,4.4,0.76,-,36.0,68,-,31.5,6.99,24.51,2.41,0.26,2.15,-,-,17.04,-,-,-,-
5776,桃園市,2002/02,觀音,4.8,0.38,-,37.5,55,-,14.93,2.39,12.62,2.557,0.2,2.36,-,-,16.68,-,-,-,-
5777,桃園市,2002/01,桃園,10.1,0.77,-,23.1,61,-,39.58,12.11,27.51,2.476,0.32,2.15,-,-,14.89,-,-,-,-
5778,桃園市,2002/01,中壢,5.7,1.33,-,-,82,-,64.17,28.79,35.38,2.971,0.79,2.18,-,-,15.43,-,-,-,-
5779,桃園市,2002/01,大園,4.4,0.49,-,31.3,59,-,28.31,9.36,18.66,-,-,-,-,-,15.82,-,-,-,-
5780,桃園市,2002/01,龍潭,3.2,0.61,-,26.1,53,-,29.17,6.7,22.47,-,-,-,-,-,14.59,-,-,-,-
5781,桃園市,2002/01,平鎮,5.6,0.86,-,29.8,71,-,38.1,9.6,28.5,2.505,0.34,2.17,-,-,15.65,-,-,-,-
5782,桃園市,2002/01,觀音,7.0,0.46,-,29.9,62,-,23.31,4.32,19.0,2.405,0.23,2.17,-,-,15.48,-,-,-,-
5783,桃園市,2001/12,桃園,5.3,0.67,-,21.7,45,-,28.96,6.55,22.42,2.359,0.25,2.1,-,-,17.07,-,-,-,-
5784,桃園市,2001/12,中壢,4.5,1.02,-,-,66,-,52.7,21.17,31.54,2.852,0.66,2.2,-,-,17.96,-,-,-,-
5785,桃園市,2001/12,大園,2.3,0.41,-,30.4,41,-,15.67,3.52,12.15,-,-,-,-,-,17.89,-,-,-,-
5786,桃園市,2001/12,龍潭,2.5,0.58,-,22.1,-,-,28.38,6.51,21.81,-,-,-,-,-,16.72,-,-,-,-
5787,桃園市,2001/12,平鎮,4.1,0.74,-,25.2,58,-,28.7,6.16,22.55,2.404,0.26,2.14,-,-,17.84,-,-,-,-
5788,桃園市,2001/12,觀音,4.6,0.38,-,30.9,47,-,14.68,3.6,11.1,2.157,0.16,2.0,-,-,17.43,-,-,-,-
5789,桃園市,2001/11,桃園,6.8,0.75,-,28.1,51,-,32.1,5.67,26.42,2.314,0.29,2.02,-,-,19.28,-,-,-,-
5790,桃園市,2001/11,中壢,6.1,1.03,-,-,68,-,53.1,18.62,34.48,2.692,0.69,2.0,-,-,20.05,-,-,-,-
5791,桃園市,2001/11,大園,3.7,0.4,-,36.2,54,-,19.27,3.7,15.57,-,-,-,-,-,20.43,-,-,-,-
5792,桃園市,2001/11,龍潭,2.7,0.46,-,35.8,48,-,21.62,3.34,18.3,-,-,-,-,-,18.78,-,-,-,-
5793,桃園市,2001/11,平鎮,5.7,0.73,-,31.7,58,-,27.84,4.18,23.66,2.406,0.27,2.13,-,-,20.01,-,-,-,-
5794,桃園市,2001/11,觀音,6.4,0.35,-,38.0,53,-,20.84,3.11,17.84,2.221,0.19,2.03,-,-,20.08,-,-,-,-
5795,桃園市,2001/10,桃園,5.8,0.64,-,30.4,42,-,24.62,3.35,21.27,2.182,0.2,1.98,-,-,23.59,-,-,-,-
5796,桃園市,2001/10,中壢,4.8,1.04,-,-,46,-,45.96,14.63,31.33,2.609,0.72,1.89,-,-,24.13,-,-,-,-
5797,桃園市,2001/10,大園,2.9,0.36,-,36.5,46,-,15.46,2.53,12.94,-,-,-,-,-,24.05,-,-,-,-
5798,桃園市,2001/10,龍潭,2.5,0.45,-,37.8,48,-,21.5,3.27,18.26,-,-,-,-,-,22.67,-,-,-,-
5799,桃園市,2001/10,平鎮,4.6,0.71,-,31.2,62,-,26.72,4.01,22.71,2.438,0.25,2.19,-,-,23.55,-,-,-,-
5800,桃園市,2001/10,觀音,6.4,0.33,-,36.2,50,-,20.37,4.03,16.35,2.311,0.2,2.12,-,-,23.77,-,-,-,-
5801,桃園市,2001/09,桃園,6.3,0.66,-,20.2,34,-,27.31,7.64,19.67,2.355,0.31,2.05,-,-,25.71,-,-,-,-
5802,桃園市,2001/09,中壢,3.9,1.29,-,-,40,-,59.39,28.67,30.72,2.858,0.81,2.05,-,-,25.77,-,-,-,-
5803,桃園市,2001/09,大園,2.6,0.4,-,26.7,40,-,17.94,4.5,13.31,-,-,-,-,-,26.68,-,-,-,-
5804,桃園市,2001/09,龍潭,1.9,0.47,-,29.3,35,-,22.69,4.91,17.78,-,-,-,-,-,25.02,-,-,-,-
5805,桃園市,2001/09,平鎮,3.2,0.69,-,22.8,47,-,27.19,6.76,20.42,2.187,0.23,1.95,-,-,25.72,-,-,-,-
5806,桃園市,2001/09,觀音,3.9,0.31,-,30.3,39,-,14.17,3.18,11.0,3.137,0.23,2.91,-,-,26.27,-,-,-,-
5807,桃園市,2001/08,桃園,10.6,0.63,-,22.7,42,-,29.14,7.95,21.18,2.238,0.26,1.98,-,-,29.74,-,-,-,-
5808,桃園市,2001/08,中壢,5.0,1.28,-,-,47,-,59.4,28.38,31.02,3.241,1.2,2.04,-,-,29.55,-,-,-,-
5809,桃園市,2001/08,大園,4.1,0.41,-,20.0,-,-,20.9,7.03,13.88,-,-,-,-,-,29.85,-,-,-,-
5810,桃園市,2001/08,龍潭,2.9,0.42,-,30.3,45,-,23.0,4.96,18.04,-,-,-,-,-,28.67,-,-,-,-
5811,桃園市,2001/08,平鎮,4.2,0.6,-,22.1,45,-,27.79,7.33,20.47,2.111,0.2,1.91,-,-,29.4,-,-,-,-
5812,桃園市,2001/08,觀音,5.3,0.31,-,22.4,33,-,17.79,5.79,12.0,2.56,0.2,2.36,-,-,29.11,-,-,-,-
5813,桃園市,2001/07,桃園,8.8,0.72,-,20.1,41,-,30.05,9.21,20.84,2.262,0.34,1.93,-,-,29.09,-,-,-,-
5814,桃園市,2001/07,中壢,4.8,1.44,-,-,41,-,60.66,30.41,30.25,2.918,0.95,1.97,-,-,28.75,-,-,-,-
5815,桃園市,2001/07,大園,4.0,0.46,-,17.5,-,-,26.58,10.59,15.99,-,-,-,-,-,29.69,-,-,-,-
5816,桃園市,2001/07,龍潭,2.2,0.41,-,28.1,43,-,22.99,5.41,17.58,-,-,-,-,-,28.02,-,-,-,-
5817,桃園市,2001/07,平鎮,3.8,0.59,-,20.0,45,-,26.86,7.59,19.27,2.101,0.22,1.88,-,-,28.74,-,-,-,-
5818,桃園市,2001/07,觀音,4.5,0.26,-,23.6,27,-,14.47,3.67,10.81,2.476,0.16,2.31,-,-,29.05,-,-,-,-
5819,桃園市,2001/06,桃園,12.1,0.65,-,18.7,36,-,32.74,10.28,22.46,2.247,0.29,1.96,-,-,28.21,-,-,-,-
5820,桃園市,2001/06,中壢,5.3,1.54,-,-,35,-,61.57,33.53,28.04,-,-,-,-,-,27.9,-,-,-,-
5821,桃園市,2001/06,大園,4.2,0.44,-,20.2,-,-,22.44,8.05,14.38,-,-,-,-,-,28.4,-,-,-,-
5822,桃園市,2001/06,龍潭,2.6,0.45,-,27.7,37,-,23.34,5.57,17.73,-,-,-,-,-,27.11,-,-,-,-
5823,桃園市,2001/06,平鎮,3.7,0.63,-,20.0,38,-,34.09,13.61,20.48,2.09,0.24,1.85,-,-,27.7,-,-,-,-
5824,桃園市,2001/06,觀音,4.3,0.31,-,25.0,26,-,14.63,2.99,11.64,2.478,0.19,2.29,-,-,27.76,-,-,-,-
5825,桃園市,2001/05,桃園,9.1,0.8,-,24.8,45,-,31.85,5.98,25.86,2.343,0.33,2.01,-,-,24.92,-,-,-,-
5826,桃園市,2001/05,中壢,5.7,1.45,-,-,56,-,61.67,26.53,35.14,2.833,0.69,2.15,-,-,24.64,-,-,-,-
5827,桃園市,2001/05,大園,3.6,0.49,-,31.0,-,-,21.63,5.75,15.88,-,-,-,-,-,25.17,-,-,-,-
5828,桃園市,2001/05,龍潭,3.4,0.61,-,30.5,54,-,26.78,4.39,22.4,-,-,-,-,-,24.17,-,-,-,-
5829,桃園市,2001/05,平鎮,5.1,0.79,-,25.8,50,-,32.82,7.14,25.69,2.386,0.3,2.09,-,-,24.51,-,-,-,-
5830,桃園市,2001/05,觀音,5.7,0.4,-,35.1,39,-,20.03,3.94,16.21,2.61,0.22,2.39,-,-,24.56,-,-,-,-
5831,桃園市,2001/04,桃園,9.4,0.78,-,25.4,53,-,35.35,7.99,27.36,2.424,0.37,2.05,-,-,21.14,-,-,-,-
5832,桃園市,2001/04,中壢,5.8,1.43,-,-,79,-,69.95,29.58,40.6,2.955,0.78,2.17,-,-,20.86,-,-,-,-
5833,桃園市,2001/04,大園,3.1,0.45,-,34.6,-,-,21.36,5.24,16.13,-,-,-,-,-,21.73,-,-,-,-
5834,桃園市,2001/04,龍潭,3.6,0.61,-,32.2,60,-,28.59,5.38,23.21,-,-,-,-,-,20.18,-,-,-,-
5835,桃園市,2001/04,平鎮,4.6,0.78,-,26.6,52,-,35.41,6.94,28.46,2.471,0.31,2.17,-,-,20.78,-,-,-,-
5836,桃園市,2001/04,觀音,5.7,0.35,-,38.5,52,-,19.09,2.8,16.29,2.585,0.19,2.39,-,-,21.55,-,-,-,-
5837,桃園市,2001/03,桃園,12.0,0.89,-,23.9,70,-,44.11,12.15,32.3,2.567,0.48,2.09,-,-,18.24,-,-,-,-
5838,桃園市,2001/03,中壢,5.6,1.47,-,-,101,-,67.89,29.62,38.27,2.79,0.6,2.19,-,-,18.16,-,-,-,-
5839,桃園市,2001/03,大園,5.1,0.59,-,31.0,93,-,28.58,8.18,20.41,-,-,-,-,-,18.82,-,-,-,-
5840,桃園市,2001/03,龍潭,3.6,0.66,-,32.0,73,-,32.93,6.88,26.07,-,-,-,-,-,17.09,-,-,-,-
5841,桃園市,2001/03,平鎮,4.9,0.85,-,26.4,64,-,38.76,8.86,29.9,2.568,0.34,2.22,-,-,19.04,-,-,-,-
5842,桃園市,2001/03,觀音,6.4,0.48,-,36.1,70,-,23.14,3.76,19.39,2.69,0.27,2.42,-,-,18.53,-,-,-,-
5843,桃園市,2001/02,桃園,7.3,0.76,-,21.2,47,-,38.99,12.38,26.61,2.537,0.38,2.16,-,-,16.85,-,-,-,-
5844,桃園市,2001/02,中壢,4.6,1.26,-,-,60,-,60.77,28.41,32.36,-,-,-,-,-,16.58,-,-,-,-
5845,桃園市,2001/02,大園,2.9,0.39,-,32.2,54,-,23.45,9.15,14.3,-,-,-,-,-,17.03,-,-,-,-
5846,桃園市,2001/02,龍潭,2.6,0.66,-,29.2,49,-,32.53,8.68,23.85,-,-,-,-,-,15.35,-,-,-,-
5847,桃園市,2001/02,平鎮,3.9,0.8,-,22.8,48,-,38.63,12.44,26.19,2.518,0.32,2.2,-,-,16.01,-,-,-,-
5848,桃園市,2001/02,觀音,6.7,0.34,-,32.5,45,-,17.67,3.87,13.82,2.596,0.18,2.42,-,-,16.25,-,-,-,-
5849,桃園市,2001/01,桃園,7.1,0.72,-,20.1,45,-,34.76,9.97,24.79,2.541,0.34,2.2,-,-,16.4,-,-,-,-
5850,桃園市,2001/01,中壢,4.5,1.24,-,-,52,-,56.62,26.66,29.95,-,-,-,-,-,16.31,-,-,-,-
5851,桃園市,2001/01,大園,2.4,0.42,-,31.5,57,-,17.32,3.92,13.42,-,-,-,-,-,17.08,-,-,-,-
5852,桃園市,2001/01,龍潭,2.8,0.66,-,27.4,48,-,29.6,7.51,22.09,-,-,-,-,-,14.66,-,-,-,-
5853,桃園市,2001/01,平鎮,4.3,0.78,-,21.7,44,-,31.3,8.2,23.1,2.444,0.28,2.16,-,-,15.66,-,-,-,-
5854,桃園市,2001/01,觀音,4.6,0.36,-,32.0,46,-,16.68,3.84,12.88,2.531,0.17,2.36,-,-,16.31,-,-,-,-
5855,桃園市,2000/12,桃園,5.7,0.64,-,20.9,32,-,28.55,6.87,21.68,2.349,0.24,2.11,-,-,18.81,-,-,-,-
5856,桃園市,2000/12,中壢,4.9,1.02,-,-,36,-,50.94,20.75,30.18,-,-,-,-,-,18.82,-,-,-,-
5857,桃園市,2000/12,大園,2.2,0.39,-,32.1,48,-,14.8,3.37,11.44,-,-,-,-,-,19.67,-,-,-,-
5858,桃園市,2000/12,龍潭,2.0,0.53,-,26.5,37,-,24.57,5.39,19.2,-,-,-,-,-,17.28,-,-,-,-
5859,桃園市,2000/12,平鎮,3.8,0.71,-,21.4,32,-,31.15,7.67,23.48,2.355,0.27,2.09,-,-,18.15,-,-,-,-
5860,桃園市,2000/12,觀音,4.2,0.29,-,30.2,41,-,16.64,3.7,12.94,2.56,0.22,2.34,-,-,19.06,-,-,-,-
5861,桃園市,2000/11,桃園,6.1,0.59,-,19.6,27,-,28.2,5.55,22.65,2.231,0.22,2.01,-,-,21.34,-,-,-,-
5862,桃園市,2000/11,中壢,4.7,1.02,-,-,31,-,50.97,21.33,29.64,2.488,0.49,2.0,-,-,21.15,-,-,-,-
5863,桃園市,2000/11,大園,1.9,0.35,-,30.0,41,-,14.91,3.35,11.56,-,-,-,-,-,21.9,-,-,-,-
5864,桃園市,2000/11,龍潭,2.1,0.49,-,27.6,34,-,23.86,5.4,18.46,-,-,-,-,-,20.46,-,-,-,-
5865,桃園市,2000/11,平鎮,4.1,0.68,-,21.2,30,-,31.81,7.24,24.57,-,-,-,-,-,20.63,-,-,-,-
5866,桃園市,2000/11,觀音,4.8,0.3,-,26.4,38,-,19.19,4.47,14.72,2.425,0.14,2.28,-,-,21.33,-,-,-,-
5867,桃園市,2000/10,桃園,8.7,0.63,-,21.4,33,-,27.16,6.02,21.14,2.317,0.25,2.07,-,-,24.99,-,-,-,-
5868,桃園市,2000/10,中壢,5.3,1.16,-,-,33,-,50.98,21.41,29.57,2.576,0.5,2.08,-,-,24.73,-,-,-,-
5869,桃園市,2000/10,大園,2.3,0.31,-,31.9,47,-,13.11,3.77,9.34,-,-,-,-,-,25.47,-,-,-,-
5870,桃園市,2000/10,龍潭,2.5,0.52,-,30.3,44,-,23.46,4.86,18.59,-,-,-,-,-,24.02,-,-,-,-
5871,桃園市,2000/10,平鎮,4.9,0.61,-,22.7,35,-,30.03,5.88,24.14,2.408,0.23,2.18,-,-,24.51,-,-,-,-
5872,桃園市,2000/10,觀音,5.5,0.35,-,30.0,40,-,16.7,3.45,13.25,2.351,0.14,2.21,-,-,24.95,-,-,-,-
5873,桃園市,2000/09,桃園,10.5,0.64,-,29.6,43,-,27.6,5.07,22.53,2.353,0.29,2.07,-,-,26.52,-,-,-,-
5874,桃園市,2000/09,中壢,6.4,1.32,-,-,39,-,55.96,22.71,33.25,2.681,0.53,2.15,-,-,26.34,-,-,-,-
5875,桃園市,2000/09,大園,4.1,0.48,-,34.2,61,-,19.76,5.71,14.24,-,-,-,-,-,26.91,-,-,-,-
5876,桃園市,2000/09,龍潭,5.0,0.58,-,35.9,60,-,25.63,4.01,21.61,-,-,-,-,-,25.67,-,-,-,-
5877,桃園市,2000/09,平鎮,6.3,0.59,-,30.8,44,-,31.22,5.08,26.14,2.443,0.25,2.19,-,-,26.2,-,-,-,-
5878,桃園市,2000/09,觀音,6.1,0.45,-,33.5,52,-,20.24,4.33,15.91,2.584,0.23,2.36,-,-,26.33,-,-,-,-
5879,桃園市,2000/08,桃園,12.3,0.75,-,15.9,43,-,36.05,12.43,23.62,2.49,0.41,2.1,-,-,27.97,-,-,-,-
5880,桃園市,2000/08,中壢,5.4,1.59,-,-,33,-,62.16,34.85,27.3,2.956,0.93,2.03,-,-,27.76,-,-,-,-
5881,桃園市,2000/08,大園,4.9,0.5,-,17.4,44,-,25.71,11.48,14.37,-,-,-,-,-,28.69,-,-,-,-
5882,桃園市,2000/08,龍潭,2.6,0.53,-,23.0,37,-,23.27,6.26,17.01,-,-,-,-,-,26.99,-,-,-,-
5883,桃園市,2000/08,平鎮,5.3,0.61,-,14.8,33,-,33.78,10.97,22.81,2.461,0.26,2.24,-,-,27.79,-,-,-,-
5884,桃園市,2000/08,觀音,5.2,0.4,-,19.8,33,-,18.17,5.85,12.32,2.59,0.22,2.35,-,-,28.03,-,-,-,-
5885,桃園市,2000/07,桃園,7.2,0.58,-,19.5,39,-,26.06,7.72,18.35,2.563,0.35,2.22,-,-,29.06,-,-,-,-
